locus_id	gene_name	log2(FC)	log2(CPM)	p_value	fdr
ECDH10B_3013	araE	-5.40747424145956	7.88164364721842	3.75842721812374e-12	1.63942595254558e-08
ECDH10B_0352	araJ	-4.01426961077062	6.86092043989195	7.97213974909895e-08	0.000173872367927848
ECDH10B_1421	pspA	-4.21481636900177	8.62079128714458	7.02395061575932e-07	0.0010212824195314
ECDH10B_2531	dsdA	-4.18868998288115	6.3408930860888	2.92917476548929e-06	0.00319426508176607
ECDH10B_2116	yodA	7.74307534555843	8.50369670316407	4.96048086399503e-06	0.00432752350574927
ECDH10B_2530	dsdX	-5.46278897638361	5.56798428034259	1.36663089014001e-05	0.00993540657131788
SYNTHETIC_BM3R1	BM3R1	-3.84538952934574	9.65960186406045	2.2121373285461e-05	0.0137847757530258
ECDH10B_2040	araG	-5.04518177161586	5.01624652233278	4.12725081734484e-05	0.0225038350815728
ECDH10B_3726	yhjX	6.24568082065881	8.45609638351256	5.77352327950482e-05	0.0272395331041053
ECDH10B_2193	wcaM	10.1555234927749	4.08231645740108	6.2447347785661e-05	0.0272395331041053
ECDH10B_3292	tdcA	10.0562764627534	3.98460270833134	0.000101235675004854	0.0401445467610156
ECDH10B_3012	ygeA	-3.07896779811997	6.55879561263908	0.000115377394085395	0.0419396827500412
ECDH10B_2041	araF	-7.58208827984197	3.97966326828626	0.000129833375483891	0.0431278884648538
ECDH10B_3402	nanA	4.19458152710853	5.82585163742724	0.000147856882376012	0.0431278884648538
ECDH10B_3584	feoB	4.32656709594343	5.71827914896322	0.000162285770976016	0.0431278884648538
ECDH10B_0285	rpmE2	10.9403321745916	4.82513769583569	0.000163605522116846	0.0431278884648538
ECDH10B_2117	yodB	5.84573703208519	5.03108236716165	0.000168082096263759	0.0431278884648538
ECDH10B_3289	tdcD	10.8252542256587	4.71392331398234	0.000180748478345426	0.0438013812523749
ECDH10B_4239	pspG	-3.43378887966825	5.91329472995882	0.000217571492147165	0.0485088561145816
ECDH10B_2246	gatB	9.45953745639281	3.4311050742686	0.000222415663065482	0.0485088561145816
ECDH10B_1424	pspD	-6.61529059519665	3.8526563081219	0.000296901963898161	0.0589113688252664
ECDH10B_3963	ilvC	2.53266998624414	10.0424948945092	0.000297122905583645	0.0589113688252664
ECDH10B_1426	ycjM	-5.52569077139732	3.94451926054524	0.000385804144159976	0.0731685946446007
ECDH10B_1998	znuA	4.14994935099396	7.66969003435793	0.000496530821118501	0.0902444767382875
ECDH10B_3401	nanT	3.97505774165858	5.11843238502204	0.000573847953083916	0.100124990854082
ECDH10B_2249	gatY	2.3402154195476	8.98978864729066	0.00061359967539326	0.102943145540977
ECDH10B_1423	pspC	-6.73868937932995	4.8056293521422	0.000763114157383076	0.122996906308144
ECDH10B_0827	galE	-2.66910241919577	7.14755351256789	0.000789526221143519	0.122996906308144
ECDH10B_3105	yggF	-8.31405687468172	2.86607406355976	0.000832423757018656	0.125208014762599
ECDH10B_0826	galT	-2.82236577486957	6.51100633353693	0.00101918342270296	0.14818926966101
ECDH10B_4326	cadC	3.5287664203944	3.92505469241047	0.00119407436462417	0.168017818660988
ECDH10B_3686	hdeA	4.25036165618307	5.63177322920307	0.00133619504815054	0.179926121766066
ECDH10B_2196	wzxC	5.39364034917868	4.14939016363895	0.00136860659743045	0.179926121766066
ECDH10B_2198	cpsG	7.79700086023555	4.39532386572164	0.00140245028428387	0.179926121766066
ECDH10B_2587	cysA	-2.71691582942638	6.73861944370785	0.00164149974812278	0.204577768608902
ECDH10B_3288	tdcE	4.14530204256374	4.36217388309934	0.00175990852348569	0.213242249429016
ECDH10B_3400	nanE	3.99398642444477	3.89182970935043	0.00182887431931706	0.215609453536785
ECDH10B_1732	mdtI	-3.20531316536533	5.04283613032571	0.00193564715043742	0.222191917637053
ECDH10B_2704	hcaR	3.92589377520951	3.52268309272438	0.00199748848633945	0.223411404549043
ECDH10B_3291	tdcB	6.19781303921792	5.87901378824408	0.00205500571365457	0.22409837307403
ECDH10B_3685	hdeB	4.37935744596077	4.49285025265818	0.00221626506626672	0.22649872286855
ECDH10B_0284	rpmJ	10.049239375081	3.97902758936491	0.00222617511053841	0.22649872286855
ECDH10B_0355	phoB	-2.87939570644067	5.90778687643062	0.00223279346248227	0.22649872286855
ECDH10B_1459	abgR	4.03459449852557	3.14473554226081	0.00259679152544636	0.257436468954478
ECDH10B_2204	wcaF	9.08451898975143	3.09549904754938	0.00265597272812375	0.257452289779462
ECDH10B_3052	ygfJ	8.87048651239548	2.89756286584639	0.00286111174068508	0.271308030714528
ECDH10B_2594	murP	7.90022669566318	2.05815354888707	0.00350965027760947	0.325725415126223
ECDH10B_1419	puuE	7.95371727047743	2.10628544145235	0.00358896774788434	0.326147444088989
ECDH10B_1584	yncG	7.57374022283762	1.78549994410334	0.00382548446077662	0.337582772470388
ECDH10B_3290	tdcC	3.74285255978764	5.85830972410949	0.00386958702969267	0.337582772470388
ECDH10B_4474	yjhB	4.04024859910221	4.09860325684843	0.00404338511532959	0.342613700132502
ECDH10B_2199	cpsB	4.71634623726307	5.17275594166424	0.00408434488924578	0.342613700132502
ECDH10B_2206	wcaD	4.37546742806223	5.26119050689078	0.00423574416356283	0.348609736631341
ECDH10B_2923	ygbT	7.74781358443104	1.93096083254915	0.00434512788778065	0.35098977493517
ECDH10B_4320	yjdK	7.71254481962344	1.89681941844556	0.00483550567319256	0.374997718375805
ECDH10B_3954	ilvL	4.9809366736496	2.43267023398663	0.00486871343736848	0.374997718375805
ECDH10B_4384	yjfO	3.13301228588526	4.58401742800243	0.00490024528826706	0.374997718375805
ECDH10B_0468	allB	-7.36466291207747	1.37475303162923	0.00510312570372842	0.377733269597059
ECDH10B_2961	csrB	2.2164552493126	9.85165409437713	0.00510918452687449	0.377733269597059
ECDH10B_3648	yhhT	7.8412562781619	2.00539691244648	0.00533150266375111	0.387092036365235
ECDH10B_2431	elaD	-5.04988280983722	3.81874063020293	0.00541325406196225	0.387092036365235
ECDH10B_3585	yhgG	8.18998348487604	2.29992818855181	0.00590185837750944	0.405242441501226
ECDH10B_0266	yagL	4.44673226670698	2.18823397343712	0.00591155742478964	0.405242441501226
ECDH10B_2039	araH	-3.86907236784196	4.53176846828553	0.00597703592550811	0.405242441501226
ECDH10B_2510	yfdC	7.20639719764021	1.49748618060872	0.00603868837633647	0.405242441501226
ECDH10B_4227	yjbI	-3.28919626037953	4.40029297899293	0.00620912229773186	0.405280417720143
ECDH10B_2837	ygaW	3.50699264064072	3.08698079003308	0.00637171321047159	0.405280417720143
ECDH10B_2398	glpQ	2.90052988070399	9.42685692199952	0.00640180501819543	0.405280417720143
ECDH10B_2247	gatA	2.88582244671953	6.81442564935942	0.00648322443648679	0.405280417720143
ECDH10B_4106	sbp	-1.8204227379987	7.41560170023467	0.00672032981225793	0.405280417720143
ECDH10B_2826	ygaT	7.51806557625249	1.74222351857766	0.00672730519848121	0.405280417720143
ECDH10B_2929	ygcB	3.4706116545725	3.31026308316991	0.0067416842571788	0.405280417720143
ECDH10B_3285	yhaO	3.01031320745994	5.00920993196021	0.00686731077136888	0.405280417720143
ECDH10B_2724	sroF	2.88020671137037	4.10064554588923	0.00706588818547153	0.405280417720143
ECDH10B_4216	yjbF	8.05607841615604	2.19630444163737	0.00713032127631313	0.405280417720143
ECDH10B_1941	yeaX	5.20403615797853	1.76535044330095	0.00714867531157789	0.405280417720143
ECDH10B_1987	yebE	-1.8138698488809	7.24527726683103	0.00715419352692595	0.405280417720143
ECDH10B_2928	ygcL	-5.73297569713506	2.86867761032906	0.00733317615063215	0.407355651413142
ECDH10B_2110	hchA	7.29820225647979	1.56416239798338	0.00737760120624444	0.407355651413142
ECDH10B_4509	yjhQ	7.22935179554574	1.50522920772558	0.00761412919027258	0.415160394099612
ECDH10B_0332	yaiV	-6.97715744014134	1.03650994582767	0.00775745637436632	0.417753391419579
ECDH10B_3687	hdeD	3.99202209305537	4.73313826618946	0.00824817967671596	0.430475870908738
ECDH10B_2243	insF-5	-5.00684184072592	1.29429692384212	0.00825044039892224	0.430475870908738
ECDH10B_4272	yjcQ	6.95674956382853	1.28718530710828	0.00828976917843512	0.430475870908738
ECDH10B_4022	udp	2.60209257778247	7.017547086896	0.00863859942184955	0.438512584742475
ECDH10B_3328	yhbQ	4.22690755542988	2.48289084684124	0.00883785010291108	0.438512584742475
ECDH10B_2197	wcaJ	5.09956394623748	3.82050524852481	0.00885644638531472	0.438512584742475
ECDH10B_1894	ynjD	7.40941379370493	1.65246069459261	0.00888809000136956	0.438512584742475
ECDH10B_2399	glpT	2.80803418433832	8.61303833745942	0.00894718478727195	0.438512584742475
ECDH10B_2300	cdd	2.95711606574474	5.00078306208436	0.0091134104453544	0.439243479392831
ECDH10B_3438	yhdU	4.06283389237156	2.36094194729046	0.0092639277500773	0.439243479392831
ECDH10B_1881	spy	-3.14991419084093	6.19823219900125	0.00926419076206797	0.439243479392831
ECDH10B_0141	degP	-1.65301342123227	8.40610996029126	0.00973136754191911	0.453216701045338
ECDH10B_3697	yhjB	7.40446700180095	1.64659817574952	0.0097667056162911	0.453216701045338
ECDH10B_1302	adhE	1.55092301217589	10.8918163642507	0.00999786953818334	0.456053193624473
ECDH10B_2591	ucpA	2.66405931917944	7.12611721255774	0.0101285933402088	0.456053193624473
ECDH10B_3688	gadE	3.15785776222564	5.53613998188922	0.0101414855070091	0.456053193624473
ECDH10B_3679	arsC	-3.77434390674346	3.61723600845454	0.0103555013801065	0.460925479796168
ECDH10B_4198	rrlE	7.20318535697999	1.48890874310672	0.0107401059937319	0.473215579238976
ECDH10B_1783	ydhM	-3.46052696815551	4.69721782892595	0.0108746296981734	0.474351347434324
ECDH10B_0311	frmA	-1.75242160398976	8.62630035913362	0.0111725448147825	0.478305177956233
ECDH10B_2895	hypB	3.4819068977123	4.53974603948791	0.0112443106255214	0.478305177956233
ECDH10B_3302	sohA	7.66689471363768	1.85789042422784	0.0112942304744365	0.478305177956233
ECDH10B_1720	ynfE	3.2080584997786	4.6177754563488	0.0118730853355817	0.494034438634524
ECDH10B_4323	yjdL	3.30654321624488	2.25797867373642	0.0118921632408585	0.494034438634524
ECDH10B_0443	ybaT	3.43271792553816	2.20931805151595	0.0121503633316279	0.499998913703405
ECDH10B_1243	dadX	1.96853783427312	6.70749976833749	0.0123333079313341	0.502784011182052
ECDH10B_1042	hyaA	7.70640341220395	1.89484578232016	0.0125072470730271	0.505153812338371
ECDH10B_3694	gadA	4.59961584804312	3.12092360323171	0.0133495590494006	0.534025542426898
ECDH10B_2400	glpA	3.20389439280918	7.2394764114028	0.0134669439860061	0.534025542426898
ECDH10B_4439	pyrI	3.64294406706194	2.21099843956651	0.013656069420188	0.536343523900547
ECDH10B_1404	yciW	-2.71036826675742	5.90247416603849	0.0138867435896158	0.536343523900547
ECDH10B_3915	pstS	-1.88564416369865	6.95531173663262	0.0138942728566625	0.536343523900547
ECDH10B_2038	otsB	2.92737130200951	3.96059926373046	0.0143081897149058	0.547307219326857
ECDH10B_2555	ypeC	-2.18666276979057	5.90047236001111	0.0144368822799512	0.547307219326857
ECDH10B_3044	ygeV	2.74516681061364	5.33170113346349	0.0145547082627041	0.547307219326857
