locus_id	gene_name	log2(FC)	log2(CPM)	p_value	fdr
ECDH10B_1356	lacY	-5.26050459785371	4.99290953913727	0.000409237319060854	1
ECDH10B_1049	appB	-6.43669068529135	3.71180731895483	0.00070377500029131	1
ECDH10B_1624	gadB	-5.47681455201335	4.70348478117519	0.00112273044840201	1
ECDH10B_2772	yfiB	-3.55431771375863	4.31103098765763	0.00191063031539222	1
ECDH10B_2904	ygbJ	-8.93967811270026	2.55719305850075	0.00226025115403693	1
ECDH10B_1355	lacA	-5.00389448599829	4.41482743672873	0.00250699850174531	1
ECDH10B_1107	ycdY	-4.85278009339483	2.88747878813057	0.00302303853066268	1
ECDH10B_2928	ygcL	-9.27908073781059	2.90979515957141	0.00305605170188634	1
ECDH10B_1276	chaB	7.11897782851554	1.26693570345305	0.0038351077670521	1
ECDH10B_0088	ppdD	-6.81218078059722	1.05340371553683	0.00541895806155339	1
ECDH10B_1152	flgJ	-6.8524476078903	1.08458283799753	0.00543169127374941	1
ECDH10B_3620	yrhB	-8.21410362796899	1.73322012453303	0.00544434460403296	1
ECDH10B_3105	yggF	8.21213679045016	2.90135663458622	0.00619053922958835	1
ECDH10B_3777	yibG	-4.01632763733626	3.53406903667647	0.00627408352521092	1
ECDH10B_3601	yzgL	-6.89134519183556	1.11749762702467	0.00627776276958666	1
ECDH10B_3317	yraJ	-4.54119380253679	2.00427887029124	0.00675105747432799	1
ECDH10B_2950	chpR	-6.74422353425672	1.00253852508125	0.00745035918857651	1
ECDH10B_4191	zraP	-8.83874178010494	2.40397100286404	0.00782181135963467	1
ECDH10B_2940	ygcU	-6.66483336414467	0.937265306203455	0.00820526948935769	1
ECDH10B_3220	yqiG	-7.24981833058438	1.41102680926505	0.00950714559947991	1
ECDH10B_3446	yhdZ	-6.61717158446155	0.907045281007225	0.00965777709517783	1
ECDH10B_4381	yjfC	-6.63994822387614	0.920724528640575	0.00974957108790437	1
ECDH10B_2881	hydN	-7.25988078074735	1.42036450731267	0.00999571144613561	1
ECDH10B_4341	ecnA	-6.49766186560934	0.819775435751738	0.0102322230626304	1
ECDH10B_4069	yihR	7.43896832392883	1.54991014745774	0.0104950376136573	1
ECDH10B_4388	ulaA	-6.39997656426212	0.736231075954396	0.010565312240443	1
ECDH10B_1706	dicF	-6.46609634321477	0.784506409592151	0.010590668892791	1
ECDH10B_1104	serX	6.47336498908706	0.73930463671243	0.0107081405891693	1
ECDH10B_1106	ycdX	-3.83852082769621	3.01924398002021	0.0107514304512492	1
ECDH10B_2030	motB	-7.41977814469568	1.55825438237009	0.0107587135811271	1
ECDH10B_1286	narI	-7.22861541800278	1.41491588391104	0.0110365694291088	1
ECDH10B_1103	ycdU	-6.37174546987544	0.713506377101151	0.0114173684683098	1
ECDH10B_2925	ygcI	-7.14760607563678	1.32639056939246	0.0118071478404778	1
ECDH10B_1489	ynaA	-6.86716788989256	0.908918475145623	0.0119268492274955	1
ECDH10B_0012	htgA	-6.85742418763354	1.10087021350829	0.0124240166656665	1
ECDH10B_1043	hyaB	-8.05904959977165	2.13874186881216	0.0132999773305254	1
ECDH10B_2706	hcaF	-4.82319765621735	3.07870308647751	0.0151261353687583	1
ECDH10B_0746	ybfM	-6.27870092714363	0.656724213519186	0.0157506641482372	1
ECDH10B_2900	ygbA	-8.32614530183475	1.70454755406639	0.0157920913299891	1
ECDH10B_1696	relB	-6.93630023658655	1.18472837931913	0.0158655038847433	1
ECDH10B_4443	yjgI	3.06095140912546	4.12169395520664	0.0164470152405962	1
ECDH10B_3164	pitB	4.16929836210047	1.25741237980687	0.0166721061295285	1
ECDH10B_2921	iap	-3.56751339486802	3.35736394226269	0.0174437863853864	1
ECDH10B_2795	yfjM	-6.25146101406281	0.627960147562695	0.0176408603386723	1
ECDH10B_4392	ulaE	-6.80716733528998	1.0862528389344	0.018499996589325	1
ECDH10B_2648	hyfB	-6.83776629622855	1.10116032676588	0.0189907627160184	1
ECDH10B_2835	ygaP	-3.40043398791431	3.60484558332934	0.0190266956751295	1
ECDH10B_2082	fliH	-6.82147365504541	1.08828544541541	0.0193013354205796	1
ECDH10B_3687	hdeD	-3.68614008988197	4.72924581435403	0.0194427942924191	1
ECDH10B_4264	nrfD	-6.78531501984663	1.06288258013052	0.0202211393010585	1
ECDH10B_1272	rdlB	-4.58552749262312	2.84369253217772	0.0210247458268534	1
ECDH10B_3847	yicO	-6.67780707252329	0.966748443783684	0.0226279725772597	1
ECDH10B_1926	yoaI	-6.12961251035559	0.544730696443631	0.0231714875421458	1
ECDH10B_0022	insB-1	6.66001354000906	0.904367530670945	0.0235309869036276	1
ECDH10B_2051	cysT	6.6051613754956	0.886521591063829	0.0240004716908439	1
ECDH10B_4447	argI	5.19235749445872	3.09768870268532	0.0245828103447213	1
ECDH10B_1124	mdtG	-3.13955695068419	3.63362452996791	0.024827849538296	1
ECDH10B_3309	agaS	-6.66326436181656	0.967164264538272	0.0248878973939712	1
ECDH10B_3877	dgoT	-6.16882216720275	0.572880370093405	0.0257721741910694	1
ECDH10B_0197	aspV	-3.28136486902599	2.3081858454948	0.0260124622767701	1
ECDH10B_0212	lafU	-6.19522991208175	0.484462216212053	0.026032477598335	1
SYNTHETIC_SrpR	SrpR	1.72229135031109	11.7737523283395	0.0267672068552965	1
ECDH10B_1069	torA	3.77469939683164	1.82105992077467	0.0270843904884474	1
ECDH10B_1520	paaH	-6.55887293494673	0.904887719109536	0.0273506511148832	1
ECDH10B_0025	yaaY	-5.75580985856108	0.282580449127327	0.0285181986352086	1
ECDH10B_0894	fsaA	-3.24647459138283	3.17384923951614	0.0285439232170635	1
ECDH10B_1184	ycfR	2.88568075829409	4.09880698929133	0.0286516577970482	1
ECDH10B_0474	fdrA	-4.46583260897624	3.12517238634087	0.0288215803239294	1
ECDH10B_4477	yjhE	-5.91167045558958	0.388801825381992	0.0293582420971431	1
ECDH10B_2908	ygbN	3.06467671020198	2.91208116902308	0.03028312899262	1
ECDH10B_2708	hcaB	-6.36278088249213	0.743856619601417	0.0305915597951156	1
ECDH10B_0017	mokC	-5.72040405620986	0.258831046110726	0.0312118314288133	1
ECDH10B_0272	yagR	-4.21687670404113	1.32448987509495	0.0317619224511892	1
ECDH10B_1344	ECDH10B_1344	-6.35357909143776	0.731068093435065	0.0318007008135701	1
ECDH10B_0469	ybbY	-6.28833852419163	0.68950184975215	0.0332536910311358	1
ECDH10B_3384	ryhA	-6.30972644972817	0.710158601032966	0.0336420759196567	1
ECDH10B_2833	yqaE	3.23526619648923	3.65868709140622	0.0351112993278325	1
ECDH10B_1515	paaC	6.31853956511042	0.640107150342217	0.0351629311747806	1
ECDH10B_2238	yegS	-3.18530594449475	3.27251134045631	0.0352502053440329	1
ECDH10B_0262	insB-3	-6.44483816249641	0.800237648795981	0.0352617198699576	1
ECDH10B_1566	yncJ	2.18028490945183	5.63408135069561	0.0358720511029557	1
ECDH10B_1881	spy	-2.6498562858013	6.20155450682669	0.0364812776916768	1
ECDH10B_0943	hcp	4.49415297713178	1.19837546815065	0.0368695197270221	1
ECDH10B_3696	treF	-2.48456659431469	4.53044477334944	0.0369256026528705	1
ECDH10B_4442	yjgH	3.57133914241967	2.30503152365574	0.0376546094195042	1
ECDH10B_4472	yjgZ	-4.55108046159329	2.1603848054009	0.0381233623675141	1
ECDH10B_0763	kdpB	-6.13413210911267	0.578219058297583	0.0392306356254494	1
ECDH10B_2019	flhE	-6.10738813563834	0.539557962167412	0.0398781953028144	1
ECDH10B_3163	yghT	6.23044074009873	0.569122730103137	0.0412160092066075	1
ECDH10B_3278	yqjG	2.38414395573168	4.15457843490207	0.0414953950174232	1
ECDH10B_3894	tnaC	3.40130165305876	3.05572609217702	0.0432749430174504	1
ECDH10B_0797	mngA	-6.08068201547362	0.519955268106784	0.0438080810648849	1
ECDH10B_0354	sbcD	2.3293087142076	4.43432204154455	0.0470415656718833	1
SYNTHETIC_BM3R1	BM3R1	2.18731344475945	9.65956051044104	0.0476735233025179	1
ECDH10B_3338	sraG	-6.01006358457813	0.488838636184494	0.0476791976875108	1
ECDH10B_1614	ddpF	-6.00605412895827	0.490187251793521	0.0479501841916953	1
ECDH10B_0210	yafM	-2.93105359505433	3.40327376045236	0.0480848848211489	1
ECDH10B_0039	caiB	-3.30580170375639	1.94529265600033	0.0485662848867743	1
ECDH10B_0756	ybfG	-5.99300002487451	0.472009411300786	0.0486723177746326	1
ECDH10B_1273	ldrC	-3.38246420745447	1.07102274484028	0.0493326263289766	1
ECDH10B_1054	gfcD	-6.20330584873515	0.618842385925074	0.0494574420667385	1
ECDH10B_4141	frwD	6.01485311478957	0.419782880231568	0.0495021028798984	1
ECDH10B_1572	ydcU	2.8575300691773	3.39184228704637	0.0495820800184248	1
ECDH10B_3728	tag	-2.49013613977951	3.36963983159381	0.0496985759066554	1
ECDH10B_4146	argC	-2.31805238490285	4.05767949111288	0.050626048713506	1
ECDH10B_2014	torY	-6.03707371213709	0.527575593077782	0.0507836436257175	1
ECDH10B_0313	yaiO	2.97069039014826	3.0112675380593	0.0509122008477996	1
ECDH10B_3684	yhiD	-2.89268034150185	3.93172910358879	0.0511297168071758	1
ECDH10B_2360	napB	4.09286114834865	1.82736033926715	0.0523065554486459	1
ECDH10B_1693	rem	-5.96126203888047	0.440136805102274	0.0523805016046311	1
ECDH10B_0270	yagP	-5.8694709359865	0.394257523603635	0.0528470057444473	1
ECDH10B_4325	cadB	3.52972507878664	1.4181061386727	0.0530479810055538	1
ECDH10B_4041	ileT	-5.93148570973946	0.439046945134713	0.0532761069454177	1
ECDH10B_1939	yeaV	-5.85225815641314	0.385830689799443	0.0534613368762568	1
ECDH10B_1535	ynbB	5.88048350117489	0.345379751127544	0.0537374958261722	1
ECDH10B_2537	yfdV	-5.98939084185926	0.466239524640234	0.054496162676167	1
ECDH10B_3694	gadA	-3.41372789233956	3.11317586410822	0.0557742400945492	1
ECDH10B_1876	chbB	-2.28513570088933	3.55104494451544	0.0557906814919912	1
ECDH10B_3161	yghR	-5.23624170540445	-0.0347053898534083	0.0558048436711041	1
ECDH10B_1354	cynX	5.84074355190447	0.289648552545008	0.0576965446318805	1
