	logFC	logCPM	PValue	FDR
araE_locusTag_ECDH10B_3013	-7.79731039157242	9.93512855063797	4.30122680808853e-57	1.87619513368822e-53
xylG_locusTag_ECDH10B_3748	-8.21440016780229	8.87686480902318	1.07578677803844e-45	2.34629096290183e-42
xylF_locusTag_ECDH10B_3747	-9.3260807608223	9.35787074115984	4.67458337610798e-45	6.796844228861e-42
xylA_locusTag_ECDH10B_3746	-4.4137814516895	6.25332547493684	8.86616473435629e-39	9.66855264281554e-36
araJ_locusTag_ECDH10B_0352	-4.58726419103473	7.13596791414889	2.22924767253758e-37	1.94479566952179e-34
ygeA_locusTag_ECDH10B_3012	-4.95777705886656	8.42274939031298	1.53879448105607e-36	1.11870358772777e-33
yicI_locusTag_ECDH10B_3838	-4.3957266343051	6.37191829721692	1.21290619736466e-35	7.55813833272094e-33
xylR_locusTag_ECDH10B_3750	-4.24849241393574	7.11463325910842	3.86012407895066e-32	2.10473265404785e-29
galT_locusTag_ECDH10B_0826	-4.23553967561771	7.52279812608557	1.63286888987803e-30	7.91397121960886e-28
yagH_locusTag_ECDH10B_0258	-5.11092385786395	9.94383610978281	9.46728649122122e-29	4.12963036747069e-26
araF_locusTag_ECDH10B_2041	-8.09467465901057	7.94223475492232	1.22983248641051e-27	4.87684482338423e-25
xylH_locusTag_ECDH10B_3749	-6.396549061616	8.30310472957813	3.96667411070463e-27	1.44188603924113e-24
yciW_locusTag_ECDH10B_1404	-4.60069828254587	6.21524812817518	1.20182778307122e-25	4.03259445365898e-23
araH_locusTag_ECDH10B_2039	-7.53830956960331	7.18237780973167	3.23835018638059e-24	1.00897739378515e-21
dkgA_locusTag_ECDH10B_3187	-3.57567661898176	6.383519678596	1.46167073364565e-23	4.25053849344154e-21
cysJ_locusTag_ECDH10B_2932	-3.89832881670593	6.94817306947706	2.67051177011071e-23	7.28048271326431e-21
yagG_locusTag_ECDH10B_0257	-4.16625217268431	9.41451707797497	2.29454252063996e-21	5.88752616178325e-19
BM3R1	-5.81393632814977	11.0481015450103	3.30056900486939e-21	7.99837888846683e-19
galE_locusTag_ECDH10B_0827	-4.57757337750713	7.98893447587007	1.15664440350689e-20	2.65541204636686e-18
ilvC_locusTag_ECDH10B_3963	3.36380436183545	8.73796020910254	4.15439465709119e-20	9.06073474711588e-18
yqhD_locusTag_ECDH10B_3186	-3.72278588002212	6.71586110605911	6.96741099856455e-19	1.44723079884469e-16
galK_locusTag_ECDH10B_0825	-3.24457471182788	6.72173599959995	3.83964217079123e-18	7.61296324954152e-16
cysK_locusTag_ECDH10B_2579	-2.95550598055834	8.98657992014315	2.33464904885479e-14	4.42771267439331e-12
cysD_locusTag_ECDH10B_2920	-4.10179246665015	5.12477886139486	2.48015255244768e-14	4.50767726407366e-12
tnaA_locusTag_ECDH10B_3895	-4.55655679771762	7.18039610765119	1.16763116250026e-13	2.03728285233045e-11
cysA_locusTag_ECDH10B_2587	-3.15169398927142	5.89845212584699	1.38695013755262e-13	2.32687557692482e-11
prc_locusTag_ECDH10B_1969	2.21042453469641	7.55416544813178	1.77802716647804e-13	2.8725016667323e-11
cysP_locusTag_ECDH10B_2590	-3.50874453974584	5.25712167112286	9.1515481274111e-13	1.42568046184883e-10
pspC_locusTag_ECDH10B_1423	-10.5063135494966	2.58723221895049	9.51680740753543e-13	1.4314591004024e-10
cysN_locusTag_ECDH10B_2919	-3.4570885356492	6.03304337635037	3.98436699425403e-12	5.79326960964535e-10
yjfN_locusTag_ECDH10B_4383	-2.70740165533429	5.48718258072172	5.33354333773865e-12	7.50481162555354e-10
cysH_locusTag_ECDH10B_2930	-3.60757843037132	4.99002564234414	1.18492252456026e-11	1.61519751629121e-09
gatC_locusTag_ECDH10B_2245	3.32794453064626	4.79054799816821	1.88499044613098e-11	2.4916146442495e-09
pspD_locusTag_ECDH10B_1424	-10.2965375949222	2.38008940337534	2.89698081848992e-11	3.71665597948619e-09
xylE_locusTag_ECDH10B_4220	-3.61726899697506	4.66214735172702	3.60669682010907e-11	4.49497472266164e-09
tppB_locusTag_ECDH10B_1768	2.31069842791393	5.49513436027751	6.31275631075637e-11	7.64895639653313e-09
frmB_locusTag_ECDH10B_0310	-2.30216987382806	6.70377941424796	1.8382607520176e-10	2.16716037845966e-08
htrL_locusTag_ECDH10B_3800	3.8835145289631	5.13285975370601	2.01873706666477e-10	2.2821659333418e-08
yfdH_locusTag_ECDH10B_2514	2.43379836121338	5.13927026621594	2.04045097203875e-10	2.2821659333418e-08
araG_locusTag_ECDH10B_2040	-8.17125692898425	7.20884772829974	2.437281926244e-10	2.65785594056908e-08
hokD_locusTag_ECDH10B_1694	-3.92190649382438	3.31575434492602	2.77636818740026e-10	2.95378488620486e-08
mrcA_locusTag_ECDH10B_3571	2.16344442487028	5.99952972142563	4.43148816979524e-10	4.60241699920162e-08
yegU_locusTag_ECDH10B_2252	-2.91595459252941	4.76104598618653	4.94762125264486e-10	5.01895904745044e-08
nhaA_locusTag_ECDH10B_0020	-2.10471110548869	7.14693593097514	5.63841957392971e-10	5.58972413215486e-08
fnr_locusTag_ECDH10B_1454	1.96651117968971	7.10467018797786	1.86565831722677e-09	1.80844479549848e-07
grxB_locusTag_ECDH10B_1135	-2.35582977849626	6.50823522475568	2.35326704611986e-09	2.23151105547279e-07
malK_locusTag_ECDH10B_4224	-3.21579142884807	5.75953973528869	2.67138333765639e-09	2.47927108911855e-07
pspA_locusTag_ECDH10B_1421	-3.22398342030975	7.94182461870449	2.81282408212569e-09	2.53234912856464e-07
yhaM_locusTag_ECDH10B_3284	2.6490282878842	5.02478363110131	2.84468379870856e-09	2.53234912856464e-07
ndk_locusTag_ECDH10B_2684	2.38435534829998	5.32609865240634	4.12929128785446e-09	3.60239371952423e-07
rhlE_locusTag_ECDH10B_0865	2.38357338834384	6.86111122192262	5.97348644939607e-09	5.10908782201288e-07
ydfK_locusTag_ECDH10B_1675	2.40487936873936	7.12276509345718	6.79245531834737e-09	5.69782501896754e-07
proQ_locusTag_ECDH10B_1970	1.9560778726992	6.69304418044135	7.29291221243705e-09	6.00220435295291e-07
wecC_locusTag_ECDH10B_3976	2.29424731057262	5.90221111903154	1.10919929243895e-08	8.95986539559021e-07
frmA_locusTag_ECDH10B_0311	-1.65862748411553	7.68427582463877	2.65250610942426e-08	2.10367848169248e-06
aroK_locusTag_ECDH10B_3565	1.67805838935831	7.09844700582215	2.882082753195e-08	2.24493660168511e-06
cld_locusTag_ECDH10B_2175	1.6629011764947	7.61124570775541	2.94262716853689e-08	2.25188415950139e-06
yicJ_locusTag_ECDH10B_3839	-4.37335725889364	4.07588236390444	4.49471138072093e-08	3.38033293839736e-06
yadR_locusTag_ECDH10B_0136	-2.16232817623896	7.03402443441615	5.0787595449146e-08	3.75483883642669e-06
suhB_locusTag_ECDH10B_2700	1.90062876802291	6.35983397152689	6.83902041191672e-08	4.97196783946345e-06
lamB_locusTag_ECDH10B_4225	-2.69505278194298	7.73119971783738	9.60188958640444e-08	6.86613809440921e-06
iscR_locusTag_ECDH10B_2698	-1.89147187166081	7.74127806955154	1.01934077296033e-07	7.10325774954323e-06
argT_locusTag_ECDH10B_2472	-2.15963658386423	5.3485852762469	1.02591755667406e-07	7.10325774954323e-06
yeiE_locusTag_ECDH10B_2314	2.75346941583121	4.67849444326308	1.57115088841004e-07	1.07083752738197e-05
gatD_locusTag_ECDH10B_2244	3.00019697243663	4.28073434287121	1.64457941080858e-07	1.09147489974521e-05
xylB_locusTag_ECDH10B_3745	-2.98030660966173	5.00871376080316	1.65147508902302e-07	1.09147489974521e-05
ptsA_locusTag_ECDH10B_4136	-4.36410399982529	3.48340796634258	1.71780850521348e-07	1.1138087004187e-05
yfiD_locusTag_ECDH10B_2747	5.12561268361882	6.25494938074952	1.75333075234743e-07	1.1138087004187e-05
gcd_locusTag_ECDH10B_0104	1.67913972878358	6.09142268979529	1.76187070905296e-07	1.1138087004187e-05
frdA_locusTag_ECDH10B_4349	4.56775864156401	7.99529548873077	1.84360531983782e-07	1.13501641492487e-05
focA_locusTag_ECDH10B_0974	3.49095488960373	5.4590008698551	1.84745908894236e-07	1.13501641492487e-05
rffE_locusTag_ECDH10B_3975	2.2666411558156	5.6024618916202	2.75746115506336e-07	1.67056188310922e-05
yghU_locusTag_ECDH10B_3166	-1.84529753548674	6.45619240299705	2.84119816414493e-07	1.69771320438359e-05
ygiQ_locusTag_ECDH10B_3190	1.69017993100175	6.34857202336947	3.07707617710034e-07	1.81381166006915e-05
tpx_locusTag_ECDH10B_1443	2.14909831285186	6.61024275329497	3.39101277323827e-07	1.97221302891538e-05
cyoA_locusTag_ECDH10B_0388	1.67448710670136	8.15607706920719	3.72237390297882e-07	2.1364467058939e-05
ispU_locusTag_ECDH10B_0154	1.53111472074887	7.01491324076595	3.88443347334446e-07	2.20050633905565e-05
frmR_locusTag_ECDH10B_0312	-1.82469042208209	6.12598269536151	3.99851223011321e-07	2.23609107022485e-05
ybhL_locusTag_ECDH10B_0854	-1.56671178298211	5.91040286841311	4.05622704541318e-07	2.23965346482181e-05
ygaT_locusTag_ECDH10B_2826	-3.67934084876277	3.29646275539059	4.28930092470364e-07	2.33007715279093e-05
malM_locusTag_ECDH10B_4226	-2.88343886687274	6.02298607994949	4.32682827547147e-07	2.33007715279093e-05
pspE_locusTag_ECDH10B_1425	-1.93134274158507	6.51875790230541	4.61962553821707e-07	2.45741543874425e-05
yegV_locusTag_ECDH10B_2253	-2.12371964540334	5.71555687999593	4.84887510162182e-07	2.54828833653908e-05
nemA_locusTag_ECDH10B_1784	-1.90242948393536	6.12462366843703	4.95221015581499e-07	2.5614221442269e-05
malG_locusTag_ECDH10B_4221	-2.76419774857112	4.82552568335809	4.99130862584335e-07	2.5614221442269e-05
uvrY_locusTag_ECDH10B_2055	1.9001519726531	5.16722074273724	5.23083351760463e-07	2.62640663447934e-05
metQ_locusTag_ECDH10B_0178	-1.80072279593812	7.91802166635914	5.23836261347324e-07	2.62640663447934e-05
yjbA_locusTag_ECDH10B_4219	-2.47522882868889	4.45194393369284	5.36352120789601e-07	2.65859994418664e-05
malF_locusTag_ECDH10B_4222	-2.87114804162072	5.78257935187841	5.9779729421314e-07	2.92987842399743e-05
yceD_locusTag_ECDH10B_1160	1.45191112592633	7.80534498562768	6.10509508240949e-07	2.95893608327447e-05
dusB_locusTag_ECDH10B_3435	1.59395240377573	8.02884875828735	7.46065803594748e-07	3.54768153971674e-05
ydjN_locusTag_ECDH10B_1867	-2.09463275664871	6.88627579260013	7.48250118418019e-07	3.54768153971674e-05
csrC_locusTag_ECDH10B_4055	1.6151679457475	6.77550488399865	8.28638185656165e-07	3.88658039336795e-05
argE_locusTag_ECDH10B_4145	-1.53201506794411	6.52649615857953	8.86079099837962e-07	4.11178407818425e-05
