	logFC	logCPM	PValue	FDR
fcl_locusTag_ECDH10B_2202	-8.13738944315972	5.47463990725838	5.29141990910306e-09	2.30811736435076e-05
dmsB_locusTag_ECDH10B_0965	11.4129461129575	3.62781536410774	2.31784110518749e-07	0.00050552114504139
wza_locusTag_ECDH10B_2212	-7.42772276461081	4.28997800940831	4.63737283253456e-07	0.000674274009850524
nirB_locusTag_ECDH10B_3541	5.53928629758917	6.14123544271748	1.21431936030694e-06	0.00103555139642369
napA_locusTag_ECDH10B_2363	4.96474642751644	5.07994693154366	1.25246593605641e-06	0.00103555139642369
wzb_locusTag_ECDH10B_2211	-11.6726255018921	3.51746975262549	1.42441732658005e-06	0.00103555139642369
napG_locusTag_ECDH10B_2362	10.3187087306087	2.57807613787364	3.43504945387719e-06	0.00206425806917026
yodA_locusTag_ECDH10B_2116	8.84294857526616	7.56535126123283	4.02247314498412e-06	0.00206425806917026
frdC_locusTag_ECDH10B_4347	4.93725739104624	5.9586922450238	4.72135377311693e-06	0.00206425806917026
ompW_locusTag_ECDH10B_1371	5.38239218108937	5.0389654521233	4.73236604578234e-06	0.00206425806917026
wzc_locusTag_ECDH10B_2210	-5.91267969403556	5.50297747899422	5.39726160045717e-06	0.00214025955465402
wcaI_locusTag_ECDH10B_2200	-5.82611154089169	5.19777665631452	7.42336931032535e-06	0.00269839474430326
cpsB_locusTag_ECDH10B_2199	-5.82971883506809	4.55015002937964	1.22886855484602e-05	0.00389853203069905
napF_locusTag_ECDH10B_2365	10.0000812999442	2.27883071859005	1.25124824460767e-05	0.00389853203069905
frdD_locusTag_ECDH10B_4346	5.10652184675678	6.33766429454526	1.35913140881349e-05	0.00395235413682963
frdA_locusTag_ECDH10B_4349	4.64858348437358	8.56022041790841	1.77174479015632e-05	0.00438262617217282
yjbE_locusTag_ECDH10B_4215	-4.61462012270229	5.87942222093398	1.78771566355801e-05	0.00438262617217282
rcsA_locusTag_ECDH10B_2093	-3.80151145345308	6.45819792999911	1.80851148782922e-05	0.00438262617217282
yhjX_locusTag_ECDH10B_3726	5.4215681213828	6.74394429974853	2.14719120721093e-05	0.00492949897150215
dmsA_locusTag_ECDH10B_0964	4.63183053394466	5.8066528772585	3.07744331752543e-05	0.00671190387552296
ynjE_locusTag_ECDH10B_1895	3.80166598717438	5.82170029596857	3.85529964519643e-05	0.00800800812016515
nikD_locusTag_ECDH10B_3653	7.41430564665149	2.8012320804696	4.90610303080559e-05	0.00955556874921425
wcaL_locusTag_ECDH10B_2194	-5.66057963928087	4.3927983164184	5.03847045465217e-05	0.00955556874921425
hybA_locusTag_ECDH10B_3173	5.244752389418	4.5226429539336	6.14701900864512e-05	0.0111722070482125
dmsC_locusTag_ECDH10B_0966	3.64025450906474	5.01736439644154	7.99659059313499e-05	0.0139524512669019
yjjI_locusTag_ECDH10B_4538	3.89093072675038	4.70984192031275	8.44879205057516e-05	0.0141744734325419
nikE_locusTag_ECDH10B_3654	5.05042448099316	3.02424768794117	8.93734281226026e-05	0.0144387738322516
pepE_locusTag_ECDH10B_4210	4.78859990243043	5.24465316368898	0.000125465274157531	0.0191192059408288
hypD_locusTag_ECDH10B_2897	3.64247726644088	5.18895014251294	0.000128044882982874	0.0191192059408288
wcaF_locusTag_ECDH10B_2204	-6.71943446068607	2.65408614711409	0.000131493851037337	0.0191192059408288
nikC_locusTag_ECDH10B_3652	4.99165093359478	2.94987355178186	0.000147395030189231	0.0205615502618274
tdcC_locusTag_ECDH10B_3290	4.30899868807195	4.50379953233719	0.000150841267395341	0.0205615502618274
nirD_locusTag_ECDH10B_3542	5.5395057919436	2.66064427263433	0.000158088509955153	0.0208964266795266
