	logFC	logCPM	PValue	FDR
araE_locusTag_ECDH10B_3013	-6.92633146750106	9.22659723890688	9.72554761416941e-19	4.2422838693007e-15
araJ_locusTag_ECDH10B_0352	-4.60479112596152	7.23063058073857	2.89992597476767e-14	6.3247385509683e-11
xylF_locusTag_ECDH10B_3747	-8.78633967356145	8.24382653706358	7.23592085940725e-11	1.05210289295781e-07
BM3R1	-5.32077242125917	10.8007372501377	1.04395612578998e-10	1.13843415517397e-07
galT_locusTag_ECDH10B_0826	-3.80657495278574	7.30392277981771	6.33680276249449e-10	5.52822673000019e-07
araG_locusTag_ECDH10B_2040	-6.72762805470426	6.57364547101284	1.16784907920211e-09	8.49026280579934e-07
ygeA_locusTag_ECDH10B_3012	-4.45962451968366	7.8376356940373	9.50678103919221e-09	5.92408269899377e-06
napA_locusTag_ECDH10B_2363	9.98866813371087	5.65634802223125	1.85310004802362e-08	1.01040280118488e-05
galE_locusTag_ECDH10B_0827	-3.70386472726638	7.89837271445318	4.0526255920949e-08	1.96417253696866e-05
yedE_locusTag_ECDH10B_2070	8.8230304631165	4.52637999191059	8.94939476637405e-08	3.7898628213221e-05
pspA_locusTag_ECDH10B_1421	-3.70563697040707	8.3477431001652	9.55719647742849e-08	3.7898628213221e-05
araF_locusTag_ECDH10B_2041	-8.12819869950296	6.97815100077975	1.89458689092503e-07	6.88682334851248e-05
ilvC_locusTag_ECDH10B_3963	2.84097857036584	9.05215353141551	2.26329433112024e-07	7.59422297872806e-05
frdC_locusTag_ECDH10B_4347	7.01050331608719	6.05723519245886	9.92536168571625e-07	0.000309245911950674
araH_locusTag_ECDH10B_2039	-6.38993631915671	6.40832568617748	1.16509387531824e-06	0.000337164918582805
xylG_locusTag_ECDH10B_3748	-7.23055684872289	7.78299897918297	1.23673514381588e-06	0.000337164918582805
htrL_locusTag_ECDH10B_3800	4.42117887463132	5.12997006880932	1.67002602193676e-06	0.000428509029864008
frdA_locusTag_ECDH10B_4349	4.85170385123776	8.42699905546592	1.80973932780335e-06	0.000438560163771013
hybO_locusTag_ECDH10B_3174	6.92419198470132	5.16338961561059	3.73183246212065e-06	0.000856750168408962
ynjE_locusTag_ECDH10B_1895	5.98176335924157	5.4516861244405	5.08255737444178e-06	0.00110850576336575
pspC_locusTag_ECDH10B_1423	-9.93336091694523	3.68833864674817	5.53360480399559e-06	0.00114940876928708
yciW_locusTag_ECDH10B_1404	-4.00724729900185	6.36194104767346	1.66858929900933e-05	0.00330835751012669
galK_locusTag_ECDH10B_0825	-2.64387633050741	6.64593506552307	2.23959599578662e-05	0.00424744249287881
yhjX_locusTag_ECDH10B_3726	6.14167845182536	7.82627189541932	2.73319651083708e-05	0.0049675846584464
yjfN_locusTag_ECDH10B_4383	-2.64165429891522	5.7937958334654	4.02643361086726e-05	0.00702532136424119
wcaI_locusTag_ECDH10B_2200	10.1240316661032	4.03474817220163	4.7649762558654e-05	0.00799416401080187
yqhD_locusTag_ECDH10B_3186	-2.7449834400169	6.59439694024068	5.88006983270493e-05	0.00949655798699096
yagH_locusTag_ECDH10B_0258	-3.84215667128449	8.86502827265327	6.09591067482226e-05	0.00949655798699096
xylH_locusTag_ECDH10B_3749	-5.85967004476241	7.39400441574357	8.8255321137263e-05	0.0132748176138187
ftn_locusTag_ECDH10B_2046	4.58181803023674	4.69202120592635	9.41432437159447e-05	0.0134140181021392
cysD_locusTag_ECDH10B_2920	-3.28056865785761	5.70396186028284	9.53311694558264e-05	0.0134140181021392
yebE_locusTag_ECDH10B_1987	-2.20609427356064	7.20120851550028	0.000100857556736002	0.0137481457025763
pspD_locusTag_ECDH10B_1424	-7.11078646928813	3.61032719895145	0.000123588926101185	0.0160227904297476
gatB_locusTag_ECDH10B_2246	8.9087224337523	2.8921853515935	0.000126185631785715	0.0160227904297476
dmsA_locusTag_ECDH10B_0964	4.752368709395	5.57011763907079	0.000128564343200634	0.0160227904297476
hypE_locusTag_ECDH10B_2898	4.80658383390398	4.97863906533301	0.000161204457028755	0.0195326067099841
elaD_locusTag_ECDH10B_2431	-9.58866378174883	3.18798765536785	0.000196972532468641	0.0232214645034652
aspA_locusTag_ECDH10B_4332	3.95893914305694	8.21123866321816	0.000259249825904759	0.0297591510683304
pepT_locusTag_ECDH10B_1199	3.39626348529367	5.33620251925013	0.000282937898410817	0.0316455157145637
cysH_locusTag_ECDH10B_2930	-3.1972107881353	4.87731195856542	0.000303273044454282	0.0330719254977395
rraA_locusTag_ECDH10B_4118	2.98756769482706	6.6708126015099	0.000319393597549993	0.0339803627442213
csrB_locusTag_ECDH10B_2961	2.04464639091839	9.7253236059188	0.000340542118359045	0.0348579208957859
yagG_locusTag_ECDH10B_0257	-2.99007400081177	8.58580114592573	0.000343624621393579	0.0348579208957859
cysA_locusTag_ECDH10B_2587	-2.40519095027698	6.28885608955821	0.000456237370612772	0.0443055950671272
gatC_locusTag_ECDH10B_2245	2.90860251870456	5.75659945872903	0.000457072851449043	0.0443055950671272
nemA_locusTag_ECDH10B_1784	-2.33662733525318	6.54189707368073	0.000508288391850799	0.0477842013082855
hdeB_locusTag_ECDH10B_3685	8.02330890637411	2.10119239276197	0.000514868744037005	0.0477842013082855
nrdG_locusTag_ECDH10B_4432	4.80107805780864	3.66848457982874	0.000537132470280135	0.0488119132367073
gatD_locusTag_ECDH10B_2244	3.26196837282774	5.2248014899878	0.000552678372108331	0.0491996542680927
yfdH_locusTag_ECDH10B_2514	2.7724381951709	5.05543340784657	0.000581274943889467	0.0507104261049171
cysJ_locusTag_ECDH10B_2932	-2.5680437679245	6.9646050675924	0.000606554989084331	0.0518782914193304
nirB_locusTag_ECDH10B_3541	4.34271819687812	5.74219179650355	0.000683664260704557	0.0573489135614092
arsC_locusTag_ECDH10B_3679	-5.56907302882125	3.3709436187881	0.000771537221570494	0.0630613350592527
glpT_locusTag_ECDH10B_2399	2.54018112210902	8.25245025329174	0.000782505223522125	0.0630613350592527
cysK_locusTag_ECDH10B_2579	-2.01379837270031	8.99893591706814	0.00080853627706331	0.0630613350592527
dsdA_locusTag_ECDH10B_2531	-3.28554601842737	5.56815205091406	0.000818931153632887	0.0630613350592527
wcaF_locusTag_ECDH10B_2204	8.88740367121856	2.87496065714382	0.000824047707101651	0.0630613350592527
frmA_locusTag_ECDH10B_0311	-1.89045524403733	8.29138721729096	0.000875309823276258	0.0658293353298455
glpB_locusTag_ECDH10B_2401	3.2409575605896	5.9502895410134	0.00106322932209596	0.0786068864912301
gatA_locusTag_ECDH10B_2247	2.77191830429261	6.31532694543884	0.00111928648935051	0.081372127775782
glpA_locusTag_ECDH10B_2400	3.4812054005395	6.63027610120413	0.0011452091886092	0.0818918439461204
xylA_locusTag_ECDH10B_3746	-3.66307959951852	5.42502339969464	0.00116829430205747	0.0821951571866881
ompW_locusTag_ECDH10B_1371	6.8814164282535	5.28738506738016	0.00128592275936427	0.0890348424816979
napC_locusTag_ECDH10B_2359	6.28399186063058	3.20827521843367	0.00132939532224471	0.090606599931741
yfgI_locusTag_ECDH10B_2672	7.55824422914521	1.70244501350881	0.00137886413737366	0.0911589815972669
frmR_locusTag_ECDH10B_0312	-2.02058761328322	6.30621736268208	0.00137929683297103	0.0911589815972669
yhbU_locusTag_ECDH10B_3331	9.25826087813472	3.21951746783079	0.00143824143007852	0.0936359569851122
xylR_locusTag_ECDH10B_3750	-3.41297878862947	6.29039549096391	0.00154070124589138	0.0985627098153293
yjbI_locusTag_ECDH10B_4227	-3.54453693002367	3.58958778822218	0.00159914223786571	0.0985627098153293
cysU_locusTag_ECDH10B_2589	-2.43727061454093	5.70859897254909	0.00161106269789749	0.0985627098153293
tdcB_locusTag_ECDH10B_3291	7.03859838261837	5.41921987186996	0.00161782984475398	0.0985627098153293
proQ_locusTag_ECDH10B_1970	1.76596752962021	6.80243782666739	0.001626894797502	0.0985627098153293
napH_locusTag_ECDH10B_2361	8.57459394797925	2.59938820259232	0.00170830560030521	0.102077109979881
fcl_locusTag_ECDH10B_2202	4.97393504957048	4.4975513254289	0.00174756282372012	0.103011743744151
znuA_locusTag_ECDH10B_1998	3.40725418926227	6.60362753666438	0.00177454680555965	0.103207642211349
serS_locusTag_ECDH10B_0963	1.69474256553641	8.07158977086217	0.00189442245490451	0.107630242941417
hybA_locusTag_ECDH10B_3173	4.10553774658592	4.13630063898773	0.00190964621016131	0.107630242941417
iraP_locusTag_ECDH10B_0339	7.58660669325834	1.7274785860892	0.00193430970234086	0.107630242941417
pepE_locusTag_ECDH10B_4210	4.79696411467911	4.6383686693956	0.00197011128341092	0.107630242941417
hypB_locusTag_ECDH10B_2895	4.27703487034759	4.03717100127269	0.00197448872655937	0.107630242941417
yfcZ_locusTag_ECDH10B_2506	3.23169511674897	4.87606038399524	0.00200309833743118	0.107630242941417
ycfR_locusTag_ECDH10B_1184	-3.07117686463365	4.2843993801971	0.00202331039000372	0.107630242941417
yeiE_locusTag_ECDH10B_2314	3.19219091755813	4.93163896589051	0.00206229122832422	0.108382100457232
yicI_locusTag_ECDH10B_3838	-3.22783584935592	5.67189673800439	0.0021086127247711	0.10949724649347
fnr_locusTag_ECDH10B_1454	1.66284903840883	6.8959905507025	0.00218650867327416	0.11220648038614
katG_locusTag_ECDH10B_4131	2.27301744768826	7.67199632356467	0.00226328242376567	0.113885730048976
ddpF_locusTag_ECDH10B_1614	-8.02131444739808	2.04939173069771	0.00227144853605247	0.113885730048976
frmB_locusTag_ECDH10B_0310	-2.08148227431367	7.32161482531328	0.0023176607657061	0.114882230227386
sbp_locusTag_ECDH10B_4106	-1.82822077372395	7.15416692578833	0.00236049269060147	0.115690664229254
uvrC_locusTag_ECDH10B_2054	1.88313166228151	6.20089510754851	0.00240368581351251	0.116498639094906
tpiA_locusTag_ECDH10B_4108	1.84229669748887	8.11708579495302	0.00245445814690794	0.117652158646291
yegR_locusTag_ECDH10B_2237	7.35897266864438	1.53788723927522	0.00250800957581719	0.118912367062115
yodA_locusTag_ECDH10B_2116	7.59816837012588	7.12572264839277	0.00254170301235735	0.119206686939203
yncJ_locusTag_ECDH10B_1566	-2.55323650391881	5.70064117339276	0.00256887404224784	0.119206686939203
prc_locusTag_ECDH10B_1969	1.57459253664521	7.68219433236888	0.0027161096664146	0.124712319630532
ucpA_locusTag_ECDH10B_2591	2.30681169580519	6.87550555138682	0.00280292424868512	0.12735787054963
ndk_locusTag_ECDH10B_2684	1.97036593679562	5.40993253923608	0.00294612333816699	0.13248443300087
glpC_locusTag_ECDH10B_2402	3.05420646221821	6.1401126163281	0.00350038294325989	0.155802759168364
pflB_locusTag_ECDH10B_0973	1.8352816723825	9.88788537064301	0.00370944070614068	0.163440205658441
glpQ_locusTag_ECDH10B_2398	2.20674605129438	9.02245797976501	0.00377717803635822	0.164760505945946
yodB_locusTag_ECDH10B_2117	5.45616062191697	3.69106420409186	0.00386126661839209	0.166760841479468
cysP_locusTag_ECDH10B_2590	-2.43911265680417	6.38019677825704	0.00408590694822823	0.174724206342661
gatY_locusTag_ECDH10B_2249	1.60293722538917	8.53734444608655	0.00412576644963184	0.174724206342661
tppB_locusTag_ECDH10B_1768	2.26064466716668	5.60274595048837	0.00426525269595218	0.178894540959071
caiC_locusTag_ECDH10B_0038	7.2370955367987	1.44488067116223	0.0043843464889421	0.180615949699484
pspE_locusTag_ECDH10B_1425	-1.9147938089015	6.93144038292345	0.00438910836041845	0.180615949699484
ygfX_locusTag_ECDH10B_3070	2.4089108801265	5.01896840248623	0.00471751127175013	0.192315739882001
yncA_locusTag_ECDH10B_1578	7.55894556210757	1.7041952319378	0.00476672899336316	0.192406393693402
ybfO_locusTag_ECDH10B_0769	7.06254092085159	1.2995153727039	0.00480795435868428	0.192406393693402
tdcC_locusTag_ECDH10B_3290	4.01337619921041	5.15410766709237	0.00489997822064611	0.194306409076894
wcaJ_locusTag_ECDH10B_2197	5.8875394413409	3.38255334752773	0.0052364026000372	0.205776469742002
nanE_locusTag_ECDH10B_3400	3.83670338892492	2.90439337895226	0.00529090052938971	0.20606167954641
bcsZ_locusTag_ECDH10B_3708	5.21208806818577	1.50344179122823	0.00543303267953746	0.20972467741719
ycfS_locusTag_ECDH10B_1185	-1.51178285024161	6.69693709301094	0.00581150693902586	0.222366607614305
dsdX_locusTag_ECDH10B_2530	-4.0763576203395	4.99906621948966	0.00638395194933982	0.242146073069742
dmsB_locusTag_ECDH10B_0965	5.56014946874395	3.47056983240157	0.00652556904682688	0.243618874581295
hokD_locusTag_ECDH10B_1694	-3.26752195745083	4.02829163903049	0.00653448150527545	0.243618874581295
grxB_locusTag_ECDH10B_1135	-1.74896450004438	6.07009881632724	0.00688392815489076	0.247239066847867
wcaB_locusTag_ECDH10B_2208	7.81177874243073	1.91850248444263	0.00689141309054146	0.247239066847867
atpG_locusTag_ECDH10B_3920	1.38950296211663	8.91001183491447	0.00698880650474151	0.247239066847867
atpD_locusTag_ECDH10B_3919	1.32481136078905	10.2057907196306	0.00706085057299769	0.247239066847867
iscS_locusTag_ECDH10B_2697	-1.61240706686729	8.74707551344178	0.00707749109096778	0.247239066847867
yebR_locusTag_ECDH10B_1971	2.31442665963599	4.83757886361242	0.00708878377135447	0.247239066847867
hypD_locusTag_ECDH10B_2897	3.29272840318235	5.06114302125444	0.00710207080039199	0.247239066847867
pspG_locusTag_ECDH10B_4239	-2.30452847009806	5.31979066429276	0.00710973129585975	0.247239066847867
folB_locusTag_ECDH10B_3233	3.726472035104	2.92918603114825	0.0071417061950553	0.247239066847867
wcaC_locusTag_ECDH10B_2207	4.64825882353517	3.07569603421093	0.00735728838010784	0.252578567242873
wzxC_locusTag_ECDH10B_2196	4.75081347291358	3.56757947146117	0.00741175071230806	0.252578567242873
ygeV_locusTag_ECDH10B_3044	2.65312518152893	4.73957067114173	0.00752118633868058	0.254321045033525
yjjI_locusTag_ECDH10B_4538	4.54596378212509	4.29027542836765	0.007744512269396	0.259858173223887
ansB_locusTag_ECDH10B_3132	2.85813616172072	6.90116137774954	0.00813247814091077	0.270792898096586
nirD_locusTag_ECDH10B_3542	8.48187186121918	2.50386662602599	0.00825140650903211	0.272671478730288
nanA_locusTag_ECDH10B_3402	2.43554067646481	4.59792663371567	0.00847777649321936	0.276331525548557
ycdT_locusTag_ECDH10B_1098	2.30611275798521	4.19984790053865	0.008488863921024	0.276331525548557
yigB_locusTag_ECDH10B_4004	-2.33539035147105	4.5558357345897	0.00859655352777457	0.277764196208538
yhjR_locusTag_ECDH10B_3712	2.83286931775933	3.54771910563022	0.00902204241081251	0.289368742617383
nhaA_locusTag_ECDH10B_0020	-1.53850098075824	6.99469340507153	0.00936658149336069	0.297514303542484
rpmE2_locusTag_ECDH10B_0285	9.17450092199457	3.13559127691075	0.00944614306484034	0.297514303542484
napF_locusTag_ECDH10B_2365	8.26566946638128	2.31724775358781	0.00954433419218038	0.297514303542484
ydjN_locusTag_ECDH10B_1867	-2.0229249057835	7.96251483075991	0.00954883138375695	0.297514303542484
cysN_locusTag_ECDH10B_2919	-2.02901031663152	5.86506135779404	0.0096779924068871	0.299400020417316
cpsB_locusTag_ECDH10B_2199	4.0245285825452	4.59778318618596	0.00983855965008584	0.302223923899116
yghO_locusTag_ECDH10B_3158	-7.80730562010246	1.22239661870244	0.0101892026088038	0.31070786673437
metQ_locusTag_ECDH10B_0178	-1.37298128241508	8.06693509603344	0.0102572060545046	0.31070786673437
rpsS_locusTag_ECDH10B_3491	1.4823427876727	7.67416420170406	0.0103457466165776	0.31122859821732
gadE_locusTag_ECDH10B_3688	3.05292096547158	3.60988878959725	0.0104692101876363	0.31209429190413
nrdD_locusTag_ECDH10B_4433	2.06192980793456	6.42582515502947	0.0105176205662327	0.31209429190413
yegS_locusTag_ECDH10B_2238	6.85105080492006	1.12989486649901	0.0106459974127116	0.313769194015191
yeiQ_locusTag_ECDH10B_2330	2.2490374748773	4.51348957136694	0.0109591471216656	0.320830870769836
gadW_locusTag_ECDH10B_3691	3.26544722539855	3.02110087278747	0.0112857170923112	0.32818865304441
ycjM_locusTag_ECDH10B_1426	-5.71457782957988	2.10235408252429	0.0114756538183462	0.331501999706134
metK_locusTag_ECDH10B_3117	-1.38642627162829	6.88398425225834	0.0118811119926166	0.340956648103906
csgA_locusTag_ECDH10B_1114	-6.44723868954404	0.673764662840815	0.0121939128382363	0.343164187954752
pqqL_locusTag_ECDH10B_1625	-2.89812754965767	4.40606971858065	0.0122215891426738	0.343164187954752
livJ_locusTag_ECDH10B_3634	1.45016493949037	6.64919205786392	0.0122276449491529	0.343164187954752
napG_locusTag_ECDH10B_2362	8.10471230844567	2.17972038253278	0.012304476009143	0.343164187954752
nikA_locusTag_ECDH10B_3650	3.5593202926585	4.0704008721749	0.0123614335381604	0.343164187954752
hdeA_locusTag_ECDH10B_3686	3.16960240537305	3.81221631612343	0.0124300645797457	0.343164187954752
sfmD_locusTag_ECDH10B_0488	4.63322050421076	2.03876316802482	0.0125949863446473	0.343433664051305
yjjW_locusTag_ECDH10B_4537	5.03071860408071	3.79984590798378	0.012597291666256	0.343433664051305
atpA_locusTag_ECDH10B_3921	1.25500592204593	10.2808270674295	0.0128386930446632	0.346038259312296
yadR_locusTag_ECDH10B_0136	-1.69911385161736	7.05480983048123	0.0128514896856011	0.346038259312296
ccmG_locusTag_ECDH10B_2352	7.3632857204424	1.55172548889263	0.0130273077099719	0.348620344974832
yoaI_locusTag_ECDH10B_1926	-6.97840998759075	1.15070721920075	0.0134611954327276	0.358034966326571
rmf_locusTag_ECDH10B_1023	-1.81649036109485	6.77771056589568	0.0138885775434424	0.366646646303674
yqaE_locusTag_ECDH10B_2833	-2.86127710338167	3.85309274194614	0.0139530819088514	0.366646646303674
yebA_locusTag_ECDH10B_1997	2.16578809608719	5.8172401122645	0.0143762074713177	0.37550309574783
ccmC_locusTag_ECDH10B_2356	3.48570184652667	2.95610820111764	0.0145095589579613	0.376730334372781
fliY_locusTag_ECDH10B_2061	-1.53094883387142	7.02823752754656	0.0146618693038344	0.376805962828305
wcaD_locusTag_ECDH10B_2206	4.35829062636596	4.46369212624054	0.0146852392665777	0.376805962828305
atpF_locusTag_ECDH10B_3923	1.28315339174502	8.0958725241872	0.0147767557647901	0.37693689266675
hisJ_locusTag_ECDH10B_2471	-1.60329670542619	5.74806912473375	0.0150678412209747	0.380514531239009
iscR_locusTag_ECDH10B_2698	-1.54158686973543	7.79593034662455	0.0150927865683054	0.380514531239009
yjbF_locusTag_ECDH10B_4216	7.39109533151407	1.56010909630368	0.0151787089490113	0.380514531239009
nanT_locusTag_ECDH10B_3401	2.41581159712601	4.01993808613173	0.0152711228459915	0.380643644881227
yggF_locusTag_ECDH10B_3105	-5.13869140338566	2.72698382979662	0.0154631177369097	0.383239315729546
nikC_locusTag_ECDH10B_3652	7.96015746943069	2.05062077324209	0.0157554120387638	0.386453483550486
ccmH_locusTag_ECDH10B_2351	2.74532082897155	3.34826248604217	0.0157699954314504	0.386453483550486
atpE_locusTag_ECDH10B_3924	1.16619780618026	8.79650365825371	0.0158924508243937	0.387278606122934
ynfN_locusTag_ECDH10B_1683	-1.71672686603383	5.30162702325712	0.0161135452296644	0.389249295463994
yqeC_locusTag_ECDH10B_3051	8.00246850732874	2.08103169251317	0.0162131520539146	0.389249295463994
hdeD_locusTag_ECDH10B_3687	7.21461319809853	1.41852571939472	0.0162649427318834	0.389249295463994
sufC_locusTag_ECDH10B_1816	-2.98941428391462	5.10078217949612	0.0163302661783381	0.389249295463994
phoB_locusTag_ECDH10B_0355	-2.39169856433148	5.16667967392189	0.0171364078738046	0.406244625790955
rplP_locusTag_ECDH10B_3488	1.19820519038717	9.06942484294503	0.0173492214482054	0.409066507876064
melA_locusTag_ECDH10B_4311	-2.42124729448528	3.49639952197119	0.017807054198491	0.414943433512734
selB_locusTag_ECDH10B_3771	1.4455394140363	6.81129868393399	0.0178090884416694	0.414943433512734
rimK_locusTag_ECDH10B_0922	2.18187675166202	3.946438621685	0.0179303673295793	0.414943433512734
ycfQ_locusTag_ECDH10B_1183	-1.72821520437514	4.93338125077181	0.0179828590082806	0.414943433512734
ydfK_locusTag_ECDH10B_1675	2.06149910515818	6.34570061621511	0.0180741064574552	0.414943433512734
ysaB_locusTag_ECDH10B_3741	6.29450363766213	0.718866567618378	0.0187167495208683	0.427447441937317
